"id","shortcode","type","is_video","dimension.height","dimension.width","display_url","thumbnail_src","owner.id","description","comments","likes","comments_disabled","taken_at_timestamp","location","hashtags","mentions","views","video_url"
"2490151434320109303","CKOy4k_lF73","GraphImage",false,1080,1080,"https://instagram.fjpa11-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/140306086_3611356148946853_8467194764663536046_n.jpg?_nc_ht=instagram.fjpa11-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=4bQeqWBJqfsAX9z5j1K&tp=1&oh=8b6aeef07797a476b1383b6a5eec5d1c&oe=602F63F0","https://instagram.fjpa11-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/140306086_3611356148946853_8467194764663536046_n.jpg?_nc_ht=instagram.fjpa11-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=4bQeqWBJqfsAX9z5j1K&tp=1&oh=3134cfec9dfea4c75d373ace512316c3&oe=60306907","10981648275","A @agenciafapesp divulgou, nesta segunda-feira (18/01), a possibilidade que características estruturais do novo coronavírus têm de inspirar a criação de nanopartículas sintéticas capazes de liberar medicamentos de forma controlada, podendo ser usadas para tratar tumores, infecções e inflamações. 

“O SARS-CoV-2 é uma nanopartícula extremamente eficiente na interação com seus receptores-alvo e pode servir de modelo para o desenvolvimento de nanopartículas sintéticas para aplicações biológicas mais direcionadas” Mateus Borba Cardoso, pesquisador do CNPEM e um dos autores do estudo. (Fonte: Agência Fapesp)

Confira a matéria: https://bit.ly/2NmMTeR (link na bio)

#ciência #tecnologia #inovação #pesquisa #covid19 #SarsCov2 #nanotecnologia #nanopartículas #medicamento #tratamento #usoterapêutico",0,0,false,1611069205,,"[""#cie"",""#tecnologia"",""#inovac"",""#pesquisa"",""#covid19"",""#SarsCov2"",""#nanotecnologia"",""#nanopart"",""#medicamento"",""#tratamento"",""#usoterap""]","[""@agenciafapesp""]",,
"2490151378377570723","CKOy3w5JPmj","GraphImage",false,1080,1080,"https://instagram.fjpa11-1.fna.fbcdn.net/v/t51.2885-15/e35/140695991_5012343878807089_1909248877520550906_n.jpg?_nc_ht=instagram.fjpa11-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=hL4xfMnmYhIAX8W1od0&tp=1&oh=75549599684c370917da9ce242ff3862&oe=6031F29A","https://instagram.fjpa11-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/140695991_5012343878807089_1909248877520550906_n.jpg?_nc_ht=instagram.fjpa11-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=hL4xfMnmYhIAX8W1od0&tp=1&oh=ab9590b1b210cc9f0d9037139c4c1092&oe=6031EB81","7247529535","Marcatura CE Batterie e Pile
🔋
La definizione corretta è “batterie di pile” e consistono nell’insieme di molti elementi accoppiati, le pile appunto, che generano un flusso elettrico in corrente continua sulla base del numero di elementi che compongono la batteria. Anche le singole pile necessitano di marcatura CE.>>
.
https://www.dichiarazionediconformita.eu/pile-batterie/marcatura-ce-batterie-e-pile
.
.
.
.
.
.
.
.
#pile #batterie #batteriaservizi #tecnologia #elettroniche #prodottoelettronico #direttivaRoHS  #marcatece #battery #batterien #accumulatori #ricambiperauto #apparecchiatureelettriche #marcaturace #documentarsi #prodottisicuri #sicurezzasempre #illuminazione #madeinitaly #normative #progettazione #produttore #energia #motorsport #batterieoff #batterieavviamento #batterieauto #autocarri #trattori #barche",0,0,false,1611069198,,"[""#pile"",""#batterie"",""#batteriaservizi"",""#tecnologia"",""#elettroniche"",""#prodottoelettronico"",""#direttivaRoHS"",""#marcatece"",""#battery"",""#batterien"",""#accumulatori"",""#ricambiperauto"",""#apparecchiatureelettriche"",""#marcaturace"",""#documentarsi"",""#prodottisicuri"",""#sicurezzasempre"",""#illuminazione"",""#madeinitaly"",""#normative"",""#progettazione"",""#produttore"",""#energia"",""#motorsport"",""#batterieoff"",""#batterieavviamento"",""#batterieauto"",""#autocarri"",""#trattori"",""#barche""]","[]",,
"2490151336586072168","CKOy3J-LVBo","GraphImage",false,1080,1080,"https://instagram.fjpa11-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/139770254_898616807631059_6880879970569942898_n.jpg?_nc_ht=instagram.fjpa11-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=JR40K_nmMmMAX-QOLOP&tp=1&oh=999ee6009e3312a1952efbaf8f370caf&oe=60325973","https://instagram.fjpa11-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/139770254_898616807631059_6880879970569942898_n.jpg?_nc_ht=instagram.fjpa11-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=JR40K_nmMmMAX-QOLOP&tp=1&oh=c654b84dbf7401dead0fd5f17d0e6616&oe=602F353C","14098408940","A RDL se solidariza com este movimento. Estamos acompanhando as preocupações dos comerciantes e ficamos muito aflitos com tudo o que estão enfrentando: queda do faturamento, negociação de débitos, ansiedade pelo futuro... Por isso, compre do mercadinho, da lanchonete, do restaurante, da farmácia do seu bairro ou região. Eles precisam de você, assim como você deles.
.
Venha fazer o melhor junto com a gente. Vem ser RDL Sistemas. 💪🏻✅🤩
.
Conheça nosso diferencial: Um produto fácil e intuitivo que faz o seu negocio crescer! 🚀
.
Saiba mais:
(92) 99225-1588
.
#dicas #transformacaodigital #façasuaparte #Informação #estamoscomvoces #rdlsistemas #SoftwareGestao #Tecnologia #Empreendedorismo #GestãoFinanceira #ControleFinanceiro #ecommerce #negocios #business #empresa #erp #vendas #pequenasempresas #RDL #CertificadoDigital #Certificadora #CertificadoradDigital #amazonensecomorgulho",0,0,false,1611069193,,"[""#dicas"",""#transformacaodigital"",""#fa"",""#Informa"",""#estamoscomvoces"",""#rdlsistemas"",""#SoftwareGestao"",""#Tecnologia"",""#Empreendedorismo"",""#Gest"",""#ControleFinanceiro"",""#ecommerce"",""#negocios"",""#business"",""#empresa"",""#erp"",""#vendas"",""#pequenasempresas"",""#RDL"",""#CertificadoDigital"",""#Certificadora"",""#CertificadoradDigital"",""#amazonensecomorgulho""]","[]",,
"2490151337516102511","CKOy3K1nHNv","GraphImage",false,1080,1080,"https://instagram.fjpa11-1.fna.fbcdn.net/v/t51.2885-15/e35/140306091_214401723670750_684002420951681021_n.jpg?_nc_ht=instagram.fjpa11-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=qiCLlzr5-HYAX-0KOMv&tp=1&oh=23aefb7f66629a9b255916df0db01552&oe=602FE461","https://instagram.fjpa11-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/140306091_214401723670750_684002420951681021_n.jpg?_nc_ht=instagram.fjpa11-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=qiCLlzr5-HYAX-0KOMv&tp=1&oh=fd1548e34df0d1f3ade076fd947c4278&oe=60308486","2255428067","Contamos con una variedad de toners, cartuchos y tintas originales de las marcas más reconocidas y compatibles tales como Xerox Hp Canon Samsung Epson Sharp Lexmark... tintas de recargas para impresoras de tintas continúas. 
.

Comunícate con nuestro equipo para solicitud de cualquier requerimiento 👍
.

#equiposdecomputacion #papeleria #caracas #ccs #impresoras #maxiprintt #trabajoencasa #Disofi #tecnologia #lenovo #computador #desktopcaracas #epson #toners #cartuchos",0,0,false,1611069193,,"[""#equiposdecomputacion"",""#papeleria"",""#caracas"",""#ccs"",""#impresoras"",""#maxiprintt"",""#trabajoencasa"",""#Disofi"",""#tecnologia"",""#lenovo"",""#computador"",""#desktopcaracas"",""#epson"",""#toners"",""#cartuchos""]","[]",,
"2490151275155304810","CKOy2QwnjFq","GraphImage",false,1079,1080,"https://instagram.fjpa11-1.fna.fbcdn.net/v/t51.2885-15/e35/139736381_854464735349451_4917832042266696966_n.jpg?_nc_ht=instagram.fjpa11-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=3xGLyfsZsGYAX9wwsRe&tp=1&oh=84547ad2ff7c2b17b8d687fb4460bb40&oe=60307CE9","https://instagram.fjpa11-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/c0.0.1079.1079a/s640x640/139736381_854464735349451_4917832042266696966_n.jpg?_nc_ht=instagram.fjpa11-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=3xGLyfsZsGYAX9wwsRe&tp=1&oh=4e6c33d4f1ca8db7332039797f794f44&oe=6030CA81","36417465643","¡Aquí están nuestros facilitadores virtuales para evitar entrenamientos aburridos y poco satisfactorios!

Actividades dinámicas como:
👉🏼Entrenamiento con narrativa
👉🏼Chat Bots
👉🏼Herramientas virtuales
👉🏼Kahoot
👉🏼Facilitadores humanos

De esta manera se logran entrenamientos divertidos para los colaboradores, que generan un alto impacto en la organización. 

➡️Escríbenos:  otec@gmacro.com 

#GrupoMacro #Otec #Otic #Capacitaciones #InteligenciaArtificial #Bots #CapacitacionVirtual #Sence #SenceChile #Innovacion #Tecnologia",0,0,false,1611069186,,"[""#GrupoMacro"",""#Otec"",""#Otic"",""#Capacitaciones"",""#InteligenciaArtificial"",""#Bots"",""#CapacitacionVirtual"",""#Sence"",""#SenceChile"",""#Innovacion"",""#Tecnologia""]","[""@gmacro""]",,
"2490151269608763519","CKOy2LmBLB_","GraphImage",false,1080,1080,"https://instagram.fjpa11-1.fna.fbcdn.net/v/t51.2885-15/e35/140463320_469562847765625_1866194489075573050_n.jpg?_nc_ht=instagram.fjpa11-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=CqZvGcAUbcUAX8oqWgH&tp=1&oh=37a6df7f9be2eed24c5223da0e4129bb&oe=6030C269","https://instagram.fjpa11-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/140463320_469562847765625_1866194489075573050_n.jpg?_nc_ht=instagram.fjpa11-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=CqZvGcAUbcUAX8oqWgH&tp=1&oh=4bf907c866036e7731d236fdc9591473&oe=6030A2D3","2090157970","Produtos da AAT Áudio você encontra na Gold!
.
#Repost @aat.audio 
・・・
Projeto top ficando pronto com subwoofer e condicionador de energia AAT: proteção total do equipamento e alta performance na reprodução dos sons graves.

#decor #arquitetura #hometheater #cinemaemcasa #cineminhaemcasa #hightech #tecnologia #subwoofer #industrianacional #madeinbrazil #aat #aataudio #designdeinteriores #design #interioresdesign #automacaoresidencial #somambiente #multiroom #audioevideo #condicionadordeenergia",0,1,false,1611069185,,"[""#Repost"",""#decor"",""#arquitetura"",""#hometheater"",""#cinemaemcasa"",""#cineminhaemcasa"",""#hightech"",""#tecnologia"",""#subwoofer"",""#industrianacional"",""#madeinbrazil"",""#aat"",""#aataudio"",""#designdeinteriores"",""#design"",""#interioresdesign"",""#automacaoresidencial"",""#somambiente"",""#multiroom"",""#audioevideo"",""#condicionadordeenergia""]","[""@aat""]",,
"2490151206091227479","CKOy1QcFAFX","GraphImage",false,1080,1080,"https://instagram.fjpa11-1.fna.fbcdn.net/v/t51.2885-15/e35/139795563_1095632217546423_7161264641957149637_n.jpg?_nc_ht=instagram.fjpa11-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=VtL3LSu6ZlIAX9rn781&tp=1&oh=0bd8a5fd21951f74b37b3166813774c3&oe=60307DB9","https://instagram.fjpa11-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/139795563_1095632217546423_7161264641957149637_n.jpg?_nc_ht=instagram.fjpa11-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=VtL3LSu6ZlIAX9rn781&tp=1&oh=cd98e214c0d93cd34b8c36415a28df83&oe=602F6922","4609324777","Você foi um dos trabalhadores afetados com a saída da empresa @fordbrasil?
⠀
Acreditamos no seu potencial inovador e tecnológico, e é o que sempre buscamos aqui na Qualivida. O inovar e persistir, está na essência de todo o povo brasileiro, e como empresa admiramos muito esses valores.
⠀
Quer fazer a diferença aqui com a gente? Estamos de portas abertas para você. Confira nossas vagas clicando no link disponível na bio.",1,0,false,1611069177,,"[]","[""@fordbrasil""]",,
"2490151001175401849","CKOyyRmJKV5","GraphImage",false,1080,1080,"https://instagram.fjpa11-1.fna.fbcdn.net/v/t51.2885-15/e35/139623385_101377061914559_245346989538385587_n.jpg?_nc_ht=instagram.fjpa11-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=PqOqPQlltboAX-xomZf&tp=1&oh=224bef625a6985975f38e5693c3d7978&oe=6031A8C4","https://instagram.fjpa11-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/139623385_101377061914559_245346989538385587_n.jpg?_nc_ht=instagram.fjpa11-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=PqOqPQlltboAX-xomZf&tp=1&oh=9c139d2ae5a386dcb04f58aaf0ca3c20&oe=603274A7","44544844848","È stato arrestato e condannato a 2 anni e mezzo di reclusione Lee Jae-yong, leader di Samsung, figlio del fondatore dell’azienda. L’accusa è quella di corruzione, che sarebbe avvenuta verso noti politici sudcoreani, relati alla ex-presidente. Non è neanche la prima volta che ciò accade, infatti, con la stessa accusa era stato incarcerato pure nel 2017, con una condanna da 5 anni, anche se la pena era stata sospesa meno di un anno dopo.

#samsungitalia #telefoni #telefono #tecnologia #azioni #teslaitalia #arresti #polizia #poliziotti #sudcorea #corea #cultura #imprenditore #imprenditori #finanza #azionisti #investitore #investimenti #investimento #xiaomiitalia #mi11italia #notizie #notiziario #notizia #informazione #informazioni #coreadelnord",0,0,false,1611069153,,"[""#samsungitalia"",""#telefoni"",""#telefono"",""#tecnologia"",""#azioni"",""#teslaitalia"",""#arresti"",""#polizia"",""#poliziotti"",""#sudcorea"",""#corea"",""#cultura"",""#imprenditore"",""#imprenditori"",""#finanza"",""#azionisti"",""#investitore"",""#investimenti"",""#investimento"",""#xiaomiitalia"",""#mi11italia"",""#notizie"",""#notiziario"",""#notizia"",""#informazione"",""#informazioni"",""#coreadelnord""]","[]",,
"2490150978870182967","CKOyx80pgQ3","GraphSidecar",false,1080,1080,"https://instagram.fjpa11-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/140324197_101379515225648_6369309632697259256_n.jpg?_nc_ht=instagram.fjpa11-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=LZsuDMAb3mYAX-0Dxrh&tp=1&oh=69d6b2a6ee16193019ff0a481af4ac85&oe=602F10D2","https://instagram.fjpa11-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/140324197_101379515225648_6369309632697259256_n.jpg?_nc_ht=instagram.fjpa11-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=LZsuDMAb3mYAX-0Dxrh&tp=1&oh=18d72e79a9cdba7b887c26c5efc6da24&oe=602F6D16","27640074629","¡¡Sabemos que os gustan los SORTEOS!! 🎁
.
¿Has escuchado el capítulo 14 del podcast Contacto eléctrico?
.
Gracias a la colaboración de @tecsoled vamos a sortear un kit de regalos para el instalador electricista.
.
👉🏼La pregunta es la siguiente: ¿Cuál es el grado de protección de las tiras Strip Water Led para piscinas? 🏊🏼‍♂️ 🤔
.
Si no sabes la respuesta escucha el capítulo 14 del podcast 🎙🎧 tienes el enlace directo en el perfil ⬆️⬆️⬆️ 
.
Para participar en el sorteo has de:
.
👉🏼 Seguir nuestro perfil @contacto.electrico
👉🏼 Seguir el perfil de @tecsoled 
💬 Dejar un comentario contestando la respuesta correcta y mencionando a dos compañeros a los que también les gustaría participar.
.
Puedes comentar las veces que quieras mencionando a 2 personas  distintas cada vez.
.
El sorteo estará activo hasta el 31 de Enero a las 24:00, el ganador será comunicado en los días siguientes. (Solo para la península 🇪🇸
.
🍀SUERTE🤞🏼
.
#sorteo #tecsoled #contactoelectrico #electricistas #instalacioneselectricas #iluminacion #domotica #tecnologia #iluminación #instaladoresautorizados #electricistasenacción #podcast #podcastcontactoeléctrico",0,1,false,1611069150,,"[""#sorteo"",""#tecsoled"",""#contactoelectrico"",""#electricistas"",""#instalacioneselectricas"",""#iluminacion"",""#domotica"",""#tecnologia"",""#iluminaci"",""#instaladoresautorizados"",""#electricistasenaccio"",""#podcast"",""#podcastcontactoele""]","[""@tecsoled"",""@contacto"",""@tecsoled""]",,
"2490150966940461990","CKOyxxtlOum","GraphImage",false,1080,1080,"https://instagram.fjpa11-1.fna.fbcdn.net/v/t51.2885-15/e35/139702539_479566786364198_5852998992925326049_n.jpg?_nc_ht=instagram.fjpa11-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=NThXnbt2qj8AX9KrDek&tp=1&oh=352071ff1ada94152952c73e7949f791&oe=602ECC72","https://instagram.fjpa11-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/139702539_479566786364198_5852998992925326049_n.jpg?_nc_ht=instagram.fjpa11-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=NThXnbt2qj8AX9KrDek&tp=1&oh=6dfe89d8afc1e0e0ff0d07b613857b3a&oe=60324FCC","2929301919","💥 COMPÁS Y TRANSPORTADOR 💥

#⃣ TAGS:
#ojomatematico #universidad #ciencia #ecuación #teorema  #circunferencia #distancia #bellezamatematica #math #transportador  #geometría  #angulos #ingeniería #geometría #geometric #tecnologia #matematicas #compás #compas #geometry #sabanalarga #atlantico #barranquilla #colombia",0,1,false,1611069149,,"[""#ojomatematico"",""#universidad"",""#ciencia"",""#ecuaci"",""#teorema"",""#circunferencia"",""#distancia"",""#bellezamatematica"",""#math"",""#transportador"",""#geometr"",""#angulos"",""#ingenier"",""#geometr"",""#geometric"",""#tecnologia"",""#matematicas"",""#comp"",""#compas"",""#geometry"",""#sabanalarga"",""#atlantico"",""#barranquilla"",""#colombia""]","[]",,
